ArtikkelNr;Beskr;LevNr;LevKod;LevFargKod;Sasong;KjedeInnkPris;TotalLagerBeh;RegistrertDato;SistEndretDato;Antall;But. med lager;Lager ant. pr. butikk;Strekkoder
9800347;SOLID LAMBSWOOL V-NECK;40;83502;280;201603;0;144;02/08/05;30/03/20;2;1;144;0200001051135,0200001109522,7322620745646,7322620746308,7322620746964,7322620747909,7322620750442,7322620751852,7322622761491,7322622761576,7322622762641,7322622781949,7322622781970,7322622782076,7322624545822,7322624546300,7322624546782,7322624547734,7322624548816,7322624549769,7322628391159,7322628391166,7322628391173,7322628391180,7322628391197,7322628391203,7322628411826
9810301;SOLID LAMBSWOOL V-NECK;40;83502;405;201503;159,59;7;06/07/09;30/03/20;2;1;7;7322622896803,7322627030974,7322627032046,7322627034415,7322627034422,7322627038253,7322627041956
9800349;SOLID LAMBSWOOL V-NECK;40;83502;405;201603;0;51;02/08/05;30/03/20;2;1;51;0200001109539,0200001109546,7322620745431,7322620746094,7322620746759,7322620747596,7322620749781,7322620751555,7322622731241,7322622731258,7322622731272,7322622746818,7322622751706,7322622751812,7322624545648,7322624546188,7322624546669,7322624547437,7322624548694,7322624549646,7322628391920,7322628391937,7322628391944,7322628391951,7322628391968,7322628391975,7322628409472
9810302;SOLID LAMBSWOOL V-NECK;40;83502;495;201503;159,59;0;06/07/09;30/03/20;2;;;7322624782265,7322624796446,7322624901482,7322624935135,7322624944687,7322624946094,7322624954235
9802860;SOLID LAMBSWOOL V-NECK;40;83502;495;201603;0;45;31/07/06;30/03/20;2;1;45;0200001109409,0200001109416,7322620745318,7322620745974,7322620746636,7322620747398,7322620749422,7322620751326,7322622719553,7322622719577,7322622719591,7322622719614,7322622731418,7322622752666,7322624545549,7322624546089,7322624546560,7322624547154,7322624548595,7322624549493
9810304;SOLID LAMBSWOOL V-NECK;40;83502;5;201503;159,59;0;06/07/09;30/03/20;2;;;7322624721516,7322624737845,7322624841634,7322624873864,7322624927451,7322625023770,7322625038538
9800353;SOLID LAMBSWOOL V-NECK;40;83502;5;201803;0;32;02/08/05;30/03/20;2;1;32;0200001017513,7322620745714,7322620746377,7322620747039,7322620748012,7322620751999,7322622735713,7322622741301,7322622741332,7322622761187,7322622762429,7322622762450,7322624545877,7322624546355,7322624546836,7322624547789,7322624548861,7322624549813,7322628390800,7322628390817,7322628390824,7322628390831,7322628390848,7322628390855
9810305;SOLID LAMBSWOOL V-NECK;40;83502;610;201503;159,59;0;06/07/09;05/03/20;2;;;0200001033827,0200001033834,7322624818322,7322624886376,7322624919258,7322624939805,7322624948043,7322625040739
9800602;SOLID LAMBSWOOL V-NECK;40;83502;610;201803;0;22;30/08/05;30/03/20;2;1;22;7322620745301,7322620745967,7322620746629,7322620747374,7322620749385,7322620751302,7322628392699,7322628392705,7322628392712,7322628392729,7322628392736,7322628392743,7322629215553
9800607;SOLID LAMBSWOOL V-NECK;40;83502;91;201503;93;0;30/08/05;22/11/19;2;;;7322628390947,7322628390954,7322628390961,7322628390978,7322628390985,7322628390992
9802862;SOLID LAMBSWOOL V-NECK;40;83502;91;201603;0;23;31/07/06;30/03/20;2;1;23;0200001109348,0200001109355,7322622735744,7322622735805,7322622761224,7322622761262,7322622761309,7322622761347,7322624545884,7322624546362,7322624546843,7322624547796,7322624548878,7322624549820
9824710;SOLID LAMBSWOOL V-NECK;40;83502;92;201503;159,59;0;23/07/12;30/03/20;2;;;7322624730549,7322624731409,7322624850308,7322624883962,7322624890762,7322624929394,7322624986083
9808247;SOLID LAMBSWOOL V-NECK;40;83502;92;201803;0;0;14/07/08;30/03/20;2;;;7322620745721,7322620746384,7322620747046,7322620748029,7322620750688,7322620752118
9818446;SOLID LAMBSWOOL SHAWLCOLLAR;40;83505;97;201303;156,76;0;09/08/11;05/03/20;2;;;7322624537407
9803155;SOLID LAMBSWOOL ZIP CARDIGAN;40;83505;97;201603;0;0;08/08/06;22/11/19;2;;;7322622742926,7322622742957,7322622742988,7322622743053,7322622748942
9810587;LT. WT. LAMBSWOOL SLIPOVER;40;83510;280;201503;141,06;43;29/07/09;30/03/20;2;1|20;28|15;0200001034886,0200001034893,7322624838436,7322624846127,7322624900164,7322624954259,7322624977159,7322625028058
9805561;LIGHT WEIGHT LAMBSWOOL SLIPOVER;40;83510;280;201703;0;0;05/09/07;22/11/19;2;;;7322624558440,7322624558860,7322624559164,7322624559638,7322624560597,7322624560894
9810570;LT WT LAMBSWOOL SLIPOVER;40;83510;283;201503;141,06;0;29/07/09;05/03/20;2;;;7322624898645,7322624916790,7322624944151,7322624954334,7322625026856,7322625039818
9815635;LT WEIGHT LAMBSWOOL SLIPOVER;40;83510;283;201803;0;0;21/01/11;05/03/20;2;;;7322620801298
9810571;LT. WT. LAMBSWOOL SLIPOVER;40;83510;405;201503;141,06;47;29/07/09;30/03/20;3;1|20;24|23;0200001034824,0200001034831,7322624733793,7322624741750,7322624876384,7322624908177,7322624926164,7322624931359,7322625009415
9805562;LIGHT WEIGHT LAMBSWOOL SLIPOVER;40;83510;405;201703;0;0;05/09/07;22/11/19;3;;;7322624558396,7322624558815,7322624559119,7322624559584,7322624560542,7322624560849
9808331;LT WEIGHT LAMBSWOOL SLIPOVER;40;83510;405;201803;0;0;22/07/08;05/03/20;3;;;7322620794781,7322620795597,7322620796297,7322620800222,7322620808259,7322620809379
9814487;LT WT LAMBSWOOL SLIPOVER;40;83510;5;201503;141,06;3;17/08/10;30/03/20;3;1|20;1|2;0200001034848,0200001034855,7322624724487,7322624900102,7322624925280,7322624943826,7322624951364,7322625026467
9805563;LIGHT WEIGHT LAMBSWOOL SLIPOVER;40;83510;5;201703;0;9;05/09/07;30/03/20;3;1;9;7322624558921,7322624559225,7322624559690,7322624560658,7322624560955
9808340;LT WEIGHT LAMBSWOOL SLIPOVER;40;83510;5;201803;0;30;22/07/08;30/03/20;3;1;30;7322620795054,7322620795788,7322620796570,7322620802158,7322620808709,7322620809768
9827166;LT WT LAMBSWOOL SLIPOVER;40;83510;685;201503;141,06;2;11/01/13;30/03/20;2;20;2;7322624730235,7322624815130,7322624942249,7322624943642,7322624944250
9805564;LIGHT WEIGHT LAMBSWOOL SLIPOVER;40;83510;685;201703;0;0;05/09/07;22/11/19;2;;;7322624558303,7322624559027,7322624559492,7322624560450,7322624560757
9810573;LT. WT. LAMBSWOOL SLIPOVER;40;83510;97;201503;141,06;25;29/07/09;30/03/20;3;1|20;12|13;0200001034947,0200001034954,7322624799614,7322624857758,7322624872263,7322624936279,7322624942867,7322624945240,7322625040531
9805565;LIGHT WEIGHT LAMBSWOOL SLIPOVER;40;83510;97;201703;0;0;05/09/07;22/11/19;3;;;7322624558471,7322624558891,7322624559195,7322624559669,7322624560627,7322624560924
9808332;LT WEIGHT LAMBSWOOL SLIPOVER;40;83510;97;201803;0;0;22/07/08;30/03/20;3;;;7322620794989,7322620795740,7322620796495,7322620801588,7322620808648,7322620809706
9810515;LT. WT. LAMBSWOOL CREW;40;83511;280;201503;180,18;27;23/07/09;30/03/20;3;1|20;9|18;0200001034640,0200001034657,7322624729994,7322624836128,7322624846196,7322624920131,7322624937689,7322625028256,7322625040609
9805566;LIGHT WEIGHT LAMBSWOOL CREW;40;83511;280;201703;0;0;05/09/07;22/11/19;3;;;7322624561198,7322624561723,7322624562027,7322624562560,7322624563703,7322624564007
9808333;LT WEIGHT LAMBSWOOL CREW;40;83511;280;201803;0;0;22/07/08;05/03/20;3;;;7322620810443,7322620811488,7322620812935,7322620813932,7322620815912,7322620816711
9814669;LT. WT. LAMBSWOOL CREW;40;83511;283;201503;180,18;3;07/09/10;30/03/20;2;1;3;0200001034664,0200001034671,7322624723909,7322624732529,7322624940955,7322625006124,7322625042115,7322625063530
9808665;LT WEIGHT LAMBSWOOL CREW;40;83511;283;201803;0;0;29/08/08;22/11/19;2;;;7322620810535,7322620811617,7322620812973,7322620813970,7322620816001,7322620816742
9830874;LT. WT. LAMBSWOOL CREW;40;83511;382;201503;180,18;0;16/12/13;05/03/20;2;;;7322624705288,7322624707497,7322624710329,7322624833202,7322624840019,7322624940818,7322624943895
9805567;LIGHT WEIGHT LAMBSWOOL CREW;40;83511;382;201703;0;0;05/09/07;22/11/19;2;;;7322624561211,7322624561747,7322624562041,7322624562584,7322624563727,7322624564021
9810516;LT. WT. LAMBSWOOL CREW;40;83511;405;201503;180,18;0;23/07/09;30/03/20;3;;;0200001034800,0200001034817,7322624712774,7322624723183,7322624728225,7322624932592,7322624942829,7322624947404,7322625027877
9805568;LIGHT WEIGHT LAMBSWOOL CREW;40;83511;405;201703;0;0;05/09/07;22/11/19;3;;;7322624561143,7322624561679,7322624561976,7322624562515,7322624563659,7322624563956
9808334;LT WEIGHT LAMBSWOOL CREW;40;83511;405;201803;0;0;22/07/08;05/03/20;3;;;0200001017360,7322620810344,7322620811266,7322620812645,7322620813734,7322620815820,7322620816544
9826032;LT WT LAMBSWOOL CREW;40;83511;487;201203;154,95;0;19/09/12;22/11/19;2;;;
9818450;LT. WT. LAMBSWOOL CREW;40;83511;487;201503;180,18;0;09/08/11;06/11/19;2;;;7322624787536,7322624796422,7322624880480,7322624917773,7322625003116,7322625006636,7322625026818
9810517;LT. WT. LAMBSWOOL CREW;40;83511;5;201503;180,18;18;23/07/09;30/03/20;2;1|20;8|10;0200001034725,0200001034732,7322624721066,7322624740951,7322624789004,7322624819787,7322624823012,7322624890007,7322624931380
9808341;LT WEIGHT LAMBSWOOL CREW;40;83511;5;201803;0;0;22/07/08;22/11/19;2;;;7322620810597,7322620811716,7322620813093,7322620814137,7322620816056,7322620817275
9805679;LIGHT WEIGHT LAMBSWOOL CREW;40;83511;690;201703;0;0;12/09/07;22/11/19;2;;;7322624561013,7322624561426,7322624561846,7322624562263,7322624563529,7322624563826
9815266;LT WEIGHT LAMBSWOOL CREW;40;83511;690;201803;0;0;03/12/10;05/03/20;2;;;7322620813314
9810519;LT. WT. LAMBSWOOL CREW;40;83511;97;201503;180,18;37;23/07/09;30/03/20;3;1|20;22|15;0200001034763,0200001034770,7322624709873,7322624770316,7322624799331,7322624820073,7322624836074,7322624847537,7322624949262
9805569;LIGHT WEIGHT LAMBSWOOL CREW;40;83511;97;201703;0;0;05/09/07;30/03/20;3;;;7322624561228,7322624561754,7322624562058,7322624562591,7322624563734,7322624564038
9808336;LT WEIGHT LAMBSWOOL CREW;40;83511;97;201803;0;0;22/07/08;30/03/20;3;;;7322620810542,7322620811655,7322620813048,7322620813987,7322620816018,7322620816759
9810574;LT. WT. LAMBSWOOL V-NECK;40;83512;280;201503;180,18;61;29/07/09;05/03/20;3;1;61;7322624703383,7322624731805,7322624934503,7322624934732,7322624942201,7322624944120,7322624947107
9805613;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;280;201603;0;0;05/09/07;22/11/19;3;;;0200001106804,0200001106811,7322624564304,7322624564601,7322624564908,7322624565202,7322624566049,7322624566469
9808450;LT WEIGHT LAMBSWOOL V-NECK;40;83512;280;201803;0;42;01/08/08;05/03/20;3;1;42;7322620818579,7322620822569,7322620825416,7322620827700,7322620834159,7322620835606,7322628443117
9810575;LT. WT. LAMBSWOOL V-NECK;40;83512;283;201503;180,18;66;29/07/09;30/03/20;2;1|20;42|24;0200001070723,0200001070730,7322624738002,7322624789967,7322624864145,7322624886970,7322624913621,7322625007015,7322625009446
9808451;LT WEIGHT LAMBSWOOL V-NECK;40;83512;283;201803;0;0;01/08/08;30/03/20;2;;;7322620818876,7322620822798,7322620825454,7322620827939,7322620834234,7322620835668
9827114;LT WT LAMBSWOOL V-NECK;40;83512;285;201503;180,18;0;10/01/13;05/03/20;2;;;7322624875646,7322624915151
9805655;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;285;201703;0;0;11/09/07;22/11/19;2;;;7322624564618,7322624564915,7322624565219,7322624566056,7322624566476
9831450;LT. WT. LAMBSWOOL V-NECK;40;83512;382;201503;180,18;1;08/01/14;05/03/20;2;1;1;7322624770071,7322624793186,7322624815079,7322624903103,7322624911573,7322624925839,7322624937979
9805614;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;382;201603;0;0;05/09/07;22/11/19;2;;;7322624564328,7322624564625,7322624564922,7322624565226,7322624566063,7322624566483
9810576;LT WEIGHT LAMBSWOOL V-NECK;40;83512;388;201503;180,18;0;29/07/09;06/11/19;2;;;7322624835794,7322624846271,7322624895323,7322624900171,7322625041002,7322625041316
9814717;LT WEIGHT LAMBSWOOL V-NECK;40;83512;388;201803;0;0;08/09/10;05/03/20;2;;;7322629246342
9808452;LT. WT. LAMBSWOOL V-NECK;40;83512;405;201503;180,18;49;01/08/08;05/03/20;2;1;49;7322620818302,7322620821630,7322620825072,7322620827533,7322620833879,7322620835460,7322628445036
9805681;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;405;201603;0;0;17/09/07;05/03/20;2;;;7322624564250,7322624564557,7322624564854,7322624565158,7322624566414
9810577;LT. WT. LAMBSWOOL V-NECK;40;83512;480;201503;180,18;65;29/07/09;30/03/20;3;1|20;53|12;0200001034176,0200001034183,7322624731966,7322624818933,7322624855013,7322624930482,7322624937801,7322624944939,7322625062915
9805615;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;480;201603;0;0;05/09/07;22/11/19;3;;;0200001106828,0200001106835,7322624564267,7322624564564,7322624564861,7322624565165,7322624566001,7322624566421
9808453;LT WEIGHT LAMBSWOOL V-NECK;40;83512;480;201803;0;42;01/08/08;30/03/20;3;1;42;7322620818081,7322620820817,7322620824112,7322620827304,7322620833701,7322620835255,7322628442646
9810578;LT. WT. LAMBSWOOL V-NECK;40;83512;495;201503;180,18;52;29/07/09;06/11/19;3;1|20;37|15;0200001060489,0200001060496,7322624745406,7322624807616,7322624821667,7322624834872,7322624849708,7322624898690,7322624909808
9805656;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;495;201703;0;0;11/09/07;22/11/19;3;;;7322624564489,7322624564786,7322624565080,7322624565745,7322624566346
9815268;LT WEIGHT LAMBSWOOL V-NECK;40;83512;495;201803;0;0;03/12/10;05/03/20;3;;;7322620827205
9805554;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;497;201703;0;0;04/09/07;30/03/20;2;;;7322624564199,7322624564496,7322624564793,7322624565097,7322624565752,7322624566353
9808454;LT WEIGHT LAMBSWOOL V-NECK;40;83512;497;201803;0;0;01/08/08;30/03/20;2;;;7322620818067,7322620820794,7322620824082,7322620827298,7322620833671,7322620835217
9808455;LT WT LAMBSWOOL V-NECK;40;83512;5;201503;180,18;99;01/08/08;30/03/20;2;1|20;32|67;0200001034190,0200001034206,7322620819088,7322620822996,7322620825744,7322620829124,7322620833312,7322620834418,7322620835996,7322628442745
9805616;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;5;201603;136,94;14;05/09/07;30/03/20;2;1;14;0200001106606,0200001106613,7322624564366,7322624564663,7322624564960,7322624565264,7322624566223,7322624566520
9810580;LT. WT. LAMBSWOOL V-NECK;40;83512;610;201503;180,18;65;29/07/09;30/03/20;2;1|20;30|35;0200001034091,0200001034107,7322624707701,7322624773850,7322624876360,7322624915700,7322624928267,7322624936231,7322625014327
9814718;LT WEIGHT LAMBSWOOL V-NECK;40;83512;610;201803;0;0;08/09/10;05/03/20;2;;;7322629245727
9810581;LT. WT. LAMBSWOOL V-NECK;40;83512;685;201503;180,18;20;29/07/09;05/03/20;3;20;20;7322624710107,7322624725668,7322624836081,7322624837361,7322624936484,7322624948937,7322625044195
9805555;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;685;201703;0;0;04/09/07;30/03/20;3;;;7322624564168,7322624564465,7322624564762,7322624565066,7322624565721,7322624566322
9808456;LT WEIGHT LAMBSWOOL V-NECK;40;83512;685;201803;0;0;01/08/08;30/03/20;3;;;7322620817985,7322620820619,7322620823962,7322620827052,7322620833558,7322620834937,7322629245680
9810582;LT. WT. LAMBSWOOL V-NECK;40;83512;92;201503;180,18;76;29/07/09;30/03/20;2;1|20;66|10;0200001076695,0200001076701,7322624793933,7322624820738,7322624936835,7322624950169,7322624981996,7322624996310,7322625062427
9808457;LT WEIGHT LAMBSWOOL V-NECK;40;83512;92;201803;0;0;01/08/08;05/03/20;2;;;7322620819095,7322620823085,7322620825805,7322620829377,7322620834456,7322620836030,7322629246557
9810583;LT. WT. LAMBSWOOL V-NECK;40;83512;97;201503;180,18;102;29/07/09;05/03/20;3;1|10|20;59|2|41;7322624731782,7322624773539,7322624799652,7322624822787,7322624834810,7322624873956,7322624918534
9805557;LIGHT WEIGHT LAMBSWOOL V-NECK;40;83512;97;201603;0;0;04/09/07;30/03/20;3;;;0200001106866,0200001106873,7322624564335,7322624564632,7322624564939,7322624565233,7322624566117,7322624566490
9808458;LT WEIGHT LAMBSWOOL V-NECK;40;83512;97;201803;0;0;01/08/08;30/03/20;3;;;7322620818883,7322620822828,7322620825546,7322620827946,7322620834272,7322620835705,7322628442493
9825328;LT WT LAMBSWOOL ZIP;40;83513;405;201303;171,17;0;23/08/12;05/03/20;2;;;7322624723213,7322624733410,7322624745420,7322625044515
9815636;LT WEIGHT LAMBSWOOL ZIP;40;83513;405;201803;0;0;21/01/11;05/03/20;2;;;7322620837235
9827600;LT. WT. LAMBSWOOL ZIP CARDIGAN;40;83514;280;201503;235,78;0;01/02/13;05/03/20;2;;;7322624584760
9803143;LT.WT. LAMBSWOOL SHIELD TURTLE;40;83514;280;201603;0;0;08/08/06;22/11/19;2;;;7322622729156,7322622729163,7322622729484,7322622729545,7322622738172,7322622738202
9818456;LT. WT. LAMBSWOOL ZIPCARDIGAN;40;83514;97;201503;235,78;0;09/08/11;05/03/20;2;;;7322624584494,7322624584500,7322624584517,7322624584548,7322624584555,7322624584586,7322624584593
9803145;LT.WT. LAMBSWOOL SHIELD TURTLE;40;83514;97;201603;0;0;08/08/06;22/11/19;2;;;7322622709349,7322622709363,7322622709387,7322622728913,7322622729446,7322622738103
9800653;SOLID CASHMERE V-NECK;40;83591;91;201503;0;0;30/08/05;22/11/19;2;;;0200001111174,0200001111181,7322628405856,7322628405863,7322628405870,7322628405887,7322628405894,7322628405900
9803157;SOLID CASHMERE V-NECK;40;83591;91;201603;0;1;08/08/06;30/03/20;2;1;1;0200001109164,0200001109171,7322622753823,7322622753861,7322622753908,7322622753977,7322622756060
9823384;SOLID CASHMERE V-NECK;40;83592;5;201703;0;0;09/02/12;22/11/19;2;;;0200001103704,0200001103711,7322624580533,7322624580724,7322624580915,7322624581486
9810143;PURE CASHMERE V-NECK;40;83592;5;201803;0;5;29/06/09;30/03/20;2;1;5;0200001032738,0200001032745,7322629262953,7322629263127,7322629263271,7322629263424,7322629264070,7322629264223
9821708;A.P. COTTON RIB SHAWLCARDIGAN;40;84144;405;201201;279,28;0;30/01/12;05/03/20;2;;;0200001092961,0200001092978,7321365776632,7321365776649,7321365776656,7321365776663,7321365776670,7321365776687
9842248;DIAGONAL CHECK COTTON WOOL CREW;40;84144;405;201504;257,4;0;20/05/16;30/03/20;2;;;7325700585736,7325700585743,7325700585750,7325700585767
9841097;G. RUGBY STRIPE CREW;40;84182;110;201601;241,22;0;28/01/16;08/11/19;2;;;7325700838788,7325700838795,7325700838801,7325700838818
9814138;RUGGER COTTON COLLEGE HOODJACKET;40;84182;110;201901;0;0;28/07/10;05/03/20;2;;;7322621828331
9821311;C.G. COTTON STRIPED V-NECK;40;84491;93;201101;121,62;0;11/01/12;05/03/20;2;;;7322626278414,7322626455747
9828715;VAREPRØVER STRIKK;40;84491;93;201101;121,62;0;10/06/13;05/03/20;2;;;7322626216676
10000;SOLID SATEEN PILLOWCASE 70X100;40;851000101;103;201503;56,29;0;20/02/15;27/08/20;2;;;7310845332796
9836815;SOLID SATEEN PILLOWCASE 50X70;40;851000101;103;201503;56,29;0;20/02/15;27/08/20;2;;;7310845300085
9836466;SOLID SATEEN PILLOWCASE;40;851000101;110;201503;56,29;0;23/01/15;05/03/20;2;;;7310845300221
40366;SOLID SATEEN PILLOWCASE;40;851000101;110;201503;56,29;3;21/07/15;12/02/20;2;20;3;7310845332802
9836752;SOLID SATEEN PILLOWCASE;40;851000101;160;201503;56,29;0;12/02/15;27/08/20;2;;;7310845330822
40365;SOLID SATEEN PILLOWCASE;40;851000101;160;201503;56,29;0;21/07/15;27/08/20;2;;;7310845332819
9836753;SOLID SATEEN PILLOWCASE 50X70;40;851000101;278;201503;56,29;1;12/02/15;27/08/20;2;20;1;7310845300504
10032;SOLID SATEEN PILLOWCASE 70X100;40;851000101;278;201503;56,29;0;12/02/15;27/08/20;2;;;7310845332826
9836468;SOLID SATEEN PILLOWCASE;40;851000101;352;201501;53,32;0;23/01/15;27/08/20;3;;;
9836467;SOLID SATEEN PILLOWCASE 50X70;40;851000101;352;201503;56,29;15;23/01/15;27/08/20;3;20;15;7310845300641
10044;SOLID SATEEN PILLOWCASE 70X100;40;851000101;352;201503;56,29;0;23/01/15;27/08/20;3;;;7310845332833
9838768;SOLID SATEEN PILLOWCASE;40;851000101;37;201503;56,29;0;13/08/15;27/08/20;2;;;7310845343266
9838769;SOLID SATEEN PILLOWCASE;40;851000101;37;201503;56,29;1;13/08/15;27/08/20;2;20;1;7310845343334
9836818;SOLID SATEEN PILLOWCASE 50X70;40;851000101;405;201503;56,29;0;20/02/15;27/08/20;2;;;7310845300788
10089;SOLID SATEEN PILLOWCASE 70X100;40;851000101;405;201503;56,29;5;20/02/15;27/08/20;2;20;5;7310845332840
9844366;SOLID SATEEN PILLOWCASE;40;851000101;601;201503;56,29;0;17/11/16;27/08/20;2;;;7310845343181
9844365;SOLID SATEEN PILLOWCASE;40;851000101;601;201503;56,29;0;17/11/16;27/08/20;2;;;7310845343112
9837642;SOLID SATEEN PILLOWCASE 50X70;40;851000101;662;201503;56,29;8;22/06/15;05/03/20;2;1;8;7310845330488
