ArtikkelNr;Varetekst;LevKod;LevFargKod;Sesong;MainGroup;MainGrpTekst;ArtGroup;ArtGrpTekst;VVarekostL10;AntL10;VerdiL10;VVarekostL40;AntL40;VerdiL40;TotAnt;TotVerdi;LC;VerdiLCL10;VerdiLCL40
9849445;O. GANT C-NECK SWEAT DRESS;651098;615;201801;210;WOMEN;60;TEEN GIRLS;310;6;1860;310;0;0;6;1860;152,06;912,36;0
9849447;O2. STRETCH OXFORD STRIPE REG BD;3000660;373;201703;160;SHIRTS;10;MEN;420;1;420;420;0;0;1;420;184,76;184,76;0
9849448;O2. STRETCH OXFORD CHECK REG BD;3000960;373;201703;160;SHIRTS;10;MEN;420;1;420;420;0;0;1;420;195,66;195,66;0
9849449;O1. WINTER DOUBLE FACE CHECK REG BD;3004130;447;201703;160;SHIRTS;10;MEN;490;2;980;490;0;0;2;980;234,41;468,82;0
9849455;THE BROADCLOTH GINGHAM REG SS BD;3046701;468;201901;160;SHIRTS;10;MEN;330;1;330;330;0;0;1;330;133,78;133,78;0
9849456;THE BROADCLOTH GINGHAM REG SS BD;3046701;436;201901;160;SHIRTS;10;MEN;330;1;330;330;0;0;1;330;133,78;133,78;0
9849459;THE BROADCLOTH GINGHAM REG BD;3046700;468;201903;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;148,67;148,67;0
9849472;STRETCH PLAIN SATEEN SLIM TOWN;3050416;110;201901;160;SHIRTS;10;MEN;420;4;1680;420;4;1680;8;3360;200,12;800,48;800,48
9849473;STRETCH PLAIN SATEEN SLIM TOWN;3050416;420;201901;160;SHIRTS;10;MEN;420;2;840;420;1;420;3;1260;200,12;400,24;200,12
9849474;O. BRETON STRIPE TIE;9950166;361;201801;710;ACC-MEN;70;ACC;350;1;350;350;0;0;1;350;170,04;170,04;0
9849476;G. SOLID POCKET SUQARE;9955164;110;201801;710;ACC-MEN;70;ACC;157,5;2;315;157,5;0;0;2;315;80,66;161,32;0
9849482;STRETCH PLAIN SATEEN REG TOWN;3050414;110;201901;160;SHIRTS;10;MEN;420;1;420;420;10;4200;11;4620;200,12;200,12;2001,2
9849485;BARSTRIPE PIQUE RUGGER;222110;361;201901;170;JERSEY;10;MEN;315;0;0;315;3;945;3;945;143,05;0;429,15
9849500;G1. TP COOL TRAVELER SLACKS;414949;110;201801;140;PANTS;40;WOMEN;550;0;0;550;20;11000;20;11000;244,2;0;4884
9849503;O1. PIQUE SKIRT;4401008;498;201801;200;SKIRTS;40;WOMEN;445;36;16020;445;0;0;36;16020;205,35;7392,6;0
9849505;O1. PIQUE DRESS;4501011;498;201801;210;WOMEN;40;WOMEN;655;0;0;655;34;22270;34;22270;316,35;0;10755,9
9849509;STANFORD;GT021001;110;201801;1;Klokker;92;WATCHES;765;15;11475;765;0;0;15;11475;0;0;0
9849510;SARASOTA LADY;GT053007;0/ X;201801;1;Klokker;92;WATCHES;552;13;7176;552;0;0;13;7176;0;0;0
9849512;ASHVILLE;GT063001;0/ X;201801;1;Klokker;92;WATCHES;977;2;1954;977;0;0;2;1954;0;0;0
9849515;BRADFORD;GT064001;0/ X;201801;1;Klokker;92;WATCHES;586,3;2;1172,6;586,3;0;0;2;1172,6;0;0;0
9849516;BRADFORD;GT064002;0/ X;201801;1;Klokker;92;WATCHES;586,3;0;0;586,3;1;586,3;1;586,3;0;0;0
9849518;WALDORF LADY;GT070001;0/ X;201801;1;Klokker;92;WATCHES;595;4;2380;595;0;0;4;2380;0;0;0
9849520;WALDORF LADY;GT070003;0/ X;201801;1;Klokker;92;WATCHES;637;1;637;637;0;0;1;637;0;0;0
9849524;SARASOTA LADY;GT072002;0/ X;201801;1;Klokker;92;WATCHES;552;1;552;552;0;0;1;552;0;0;0
9849531;FLOWER COLLAGE SWIM SHORTS C.F;6036;405;201701;195;SWIMWEAR;80;GANT UNDERWEAR;240;3;720;240;0;0;3;720;104,25;312,75;0
9849532;FOLIAGE FIELDS SWIM SHORTS SH. FIT;6050;423;201701;195;SWIMWEAR;80;GANT UNDERWEAR;240;2;480;240;0;0;2;480;110,57;221,14;0
9849533;TROPICAL FOLIAGE SWIM SHORTS C.F;6052;443;201701;195;SWIMWEAR;80;GANT UNDERWEAR;240;13;3120;240;0;0;13;3120;104,25;1355,25;0
9849538;BASIC SWIM SHORTS C.F;6201;718;201701;195;SWIMWEAR;80;GANT UNDERWEAR;175;1;175;175;0;0;1;175;84,24;84,24;0
9849550;O1. WINTER JERSEY SKIRT;4401003;95;201703;200;SKIRTS;40;WOMEN;620;3;1860;620;0;0;3;1860;285,04;855,12;0
9849553;SLIM GANT JEAN;410212;961;201704;150;JEANS;40;WOMEN;445;3;1335;445;1;445;4;1780;198,38;595,14;198,38
9849561;O1. TONAL SHIELD SWEAT SKIRT;4204700;433;201801;200;SKIRTS;40;WOMEN;275;0;0;275;1;275;1;275;115;0;115
9849563;O1. THE PILOT JACKET;7002507;362;201801;100;OUTERWEAR;10;MEN;875;0;0;875;15;13125;15;13125;385,2;0;5778
9849586;TP OXFORD PLAIN REG HBD;3005130;110;201903;160;SHIRTS;10;MEN;420;0;0;420;1;420;1;420;170,15;0;170,15
9849587;TP OXFORD PLAIN REG HBD;3005130;468;201903;160;SHIRTS;10;MEN;420;2;840;420;0;0;2;840;170,15;340,3;0
9849588;ARCHIVE OXFORD B.D SHIRT;930390;110;202001;160;SHIRTS;20;BOYS;236;10;2360;236;4;944;14;3304;125,08;1250,8;500,32
9849598;MAUI FLOWER PILLOWCASE;851007401;105;201601;1010;D/D SOLID;90;HOME;118;2;236;118;0;0;2;236;51,31;102,62;0
9849622;WESTER STRIPE DOUBLE DUVET;851009203;612;201701;1010;D/D SOLID;90;HOME;870;1;870;870;0;0;1;870;399,17;399,17;0
9849629;O1. MULTI STRIPE HEAVY RUGGER;2005010;340;201703;170;JERSEY;10;MEN;385;10;3850;385;0;0;10;3850;179,11;1791,1;0
9849650;O1. BRAIDED BACK BELT;4940140;5;201801;740;ACC-WOMEN;70;ACC;415;8;3320;415;0;0;8;3320;185,3;1482,4;0
9849668;FRESNO DOUBLE BEDRUNNER;851011112;674;201701;1010;D/D SOLID;90;HOME;346;6;2076;346;0;0;6;2076;153,1;918,6;0
9849670;D1. ARCHIVE OXFORD B.D. SHIRT;930390;662;201903;160;SHIRTS;20;BOYS;250;1;250;250;0;0;1;250;125,08;125,08;0
9849682;O1.SLIM STRAIGHT BEDFORD JEAN;1000408;11;201703;150;JEANS;10;MEN;490;1;490;490;0;0;1;490;229,66;229,66;0
9849688;REGULAR STRAIGHT STONE CORD JEAN;1002209;236;201703;150;JEANS;10;MEN;560;1;560;560;0;0;1;560;262,69;262,69;0
9849691;R1. RUGGER CHINO;1500112;349;201801;140;PANTS;10;MEN;420;1;420;420;0;0;1;420;180,69;180,69;0
9849692;R1. RUGGER CHINO;1500112;410;201801;140;PANTS;10;MEN;420;4;1680;420;0;0;4;1680;180,69;722,76;0
9849694;O1. SLIM TECH PREP CHINO;1500356;211;201703;140;PANTS;10;MEN;560;1;560;560;0;0;1;560;268,69;268,69;0
9849702;WAVEY CUSHION;853010301;34;201601;1030;LIVING ROOM;90;HOME;148;4;592;148;0;0;4;592;63,88;255,52;0
9849704;EMMY LINEN CUSHION;853010401;326;201601;1030;LIVING ROOM;90;HOME;166;13;2158;166;0;0;13;2158;75,22;977,86;0
9849709;R2. BIG WOOL SCARF;9928020;349;201703;710;ACC-MEN;70;ACC;380;2;760;380;0;0;2;760;190,75;381,5;0
9849711;CLASSIC SUEDE BELT;94495;205;201903;230;ACCESSORIES;70;ACC;205;9;1845;205;0;0;9;1845;97,28;875,52;0
9849722;SHEP CUSHION;853014401;305;201603;1030;LIVING ROOM;90;HOME;290;8;2320;290;0;0;8;2320;128,8;1030,4;0
9849735;1X1 RIB STRIPE LS T-SHIRT;4203409;433;201703;170;JERSEY;40;WOMEN;205;0;0;205;3;615;3;615;80,66;0;241,98
9849741;O2. LYOCELL 3/4 SLEEVE WRAPTOP;4203420;5;201703;170;JERSEY;40;WOMEN;380;3;1140;380;0;0;3;1140;177,67;533,01;0
9849742;STARSTRUCK KNIT CUSHION;853015301;635;201701;1030;LIVING ROOM;90;HOME;280;10;2800;280;0;0;10;2800;128,8;1288;0
9849743;WASCO PAISLEY THROW;853016402;612;201701;1030;LIVING ROOM;90;HOME;852;26;22152;852;0;0;26;22152;390,88;10162,88;0
9849758;O1. CLASSIC CROPPED CHINO;4150025;110;201901;140;PANTS;40;WOMEN;340;0;0;340;28;9520;28;9520;146,72;0;4108,16
9849763;O. THE ORIGINAL SWEAT SHORTS;921070;94;201801;190;SHORTS;20;BOYS;195;2;390;195;0;0;2;390;95,48;190,96;0
9849765;O2. FINE MERINO WOOL BEANIE;4910090;849;201703;740;ACC-WOMEN;70;ACC;170;1;170;170;0;0;1;170;75,21;75,21;0
9849778;THE ORIGINAL PIQUE  LS RUGGER;5201;906;201903;170;JERSEY;10;MEN;280;5;1400;280;0;0;5;1400;129,36;646,8;0
9849783;FINE MERINO WOOL CREW;482801;436;201703;180;KNITWEAR;40;WOMEN;445;27;12015;445;0;0;27;12015;209,28;5650,56;0
9849800;O1. THE WINDCHEATER;7001517;249;201801;100;OUTERWEAR;10;MEN;875;0;0;875;2;1750;2;1750;427,41;0;854,82
9849801;O1. THE WINDCHEATER;7001517;362;201801;100;OUTERWEAR;10;MEN;875;0;0;875;8;7000;8;7000;427,41;0;3419,28
9849808;O1. TONAL SHIELD SWEAT SHORTS;4204904;94;201801;190;SHORTS;40;WOMEN;275;1;275;275;0;0;1;275;111,73;111,73;0
9849809;TP PIQUE SOLID SLIM BD;3002562;468;202001;160;SHIRTS;10;MEN;420;3;1260;420;8;3360;11;4620;212,19;636,57;1697,52
9849811;SHOWERMAT 50X80;852003309;373;201901;1020;BATH;90;HOME;100;0;0;100;18;1800;18;1800;45,36;0;816,48
9849825;SOLID STRETCH BROADCLOTH SHIRT;4350022;110;201903;160;SHIRTS;40;WOMEN;380;0;0;380;1;380;1;380;177,97;0;177,97
9849828;G1. SUEDE BOMBER JACKET;4745004;28;201801;100;OUTERWEAR;40;WOMEN;4600;0;0;4600;1;4600;1;4600;2331;0;2331
9849831;CLUB PANTS;4150041;410;201903;140;PANTS;40;WOMEN;655;0;0;655;17;11135;17;11135;321,55;0;5466,35
9849832;THE SLIM CLUB SUIT PANT;1505011;410;201903;140;PANTS;10;MEN;700;1;700;700;22;15400;23;16100;325,36;325,36;7157,92
9849834;O1. TONAL SHIELD SWEAT SKIRT;4204700;94;201801;200;SKIRTS;40;WOMEN;275;0;0;275;15;4125;15;4125;115;0;1725
9849841;O. BABY GIRLS TEXTURE CARDIGAN;783970;641;201801;180;KNITWEAR;61;BABY GIRLS;300;3;900;300;0;0;3;900;149,6;448,8;0
9849844;SACKER RIB 2 BUTTON COLLAR;2028001;95;201703;170;JERSEY;10;MEN;455;1;455;455;0;0;1;455;208,49;208,49;0
9849847;O2. SUNBLEACHED SS T-SHIRT;4203451;643;201901;170;JERSEY;40;WOMEN;205;62;12710;205;0;0;62;12710;95,92;5947,04;0
9849848;O1. TONAL SHIELD SWEAT SKIRT;4204700;629;201801;200;SKIRTS;40;WOMEN;275;0;0;275;16;4400;16;4400;115;0;1840
9849850;O1. CABLE MOHAIR CREW;4804067;113;201801;180;KNITWEAR;40;WOMEN;585;3;1755;585;0;0;3;1755;273,9;821,7;0
9849851;O1. CABLE MOHAIR CREW;4804067;629;201801;180;KNITWEAR;40;WOMEN;585;2;1170;585;0;0;2;1170;273,9;547,8;0
9849858;O. GANT FULL ZIP SWEAT HOODIE;906696;433;201801;170;JERSEY;20;BOYS;360;0;0;360;11;3960;11;3960;190,21;0;2092,31
9849863;R1. LOOSE TEE CHEST POCKET;2090006;660;201801;170;JERSEY;10;MEN;240;1;240;240;0;0;1;240;108,46;108,46;0
9849865;O1. SUNBLEACHED PIQUE RUGGER;262100;430;201801;170;JERSEY;10;MEN;315;0;0;315;1;315;1;315;147,7;0;147,7
9849876;THE OXFORD SHIRT SLIM BD;3046002;662;201903;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;139,02;139,02;0
9849886;O2. GANT 49 SS T-SHIRT;2003014;643;201901;170;JERSEY;10;MEN;140;0;0;140;1;140;1;140;60,49;0;60,49
9849892;O1. FLORAL SHADOW SKIRT;4400015;409;201801;200;SKIRTS;40;WOMEN;480;15;7200;480;0;0;15;7200;222,39;3335,85;0
9849903;THE INDIGO SLIM BD;3040522;969;201903;160;SHIRTS;10;MEN;350;0;0;350;2;700;2;700;153,26;0;306,52
9849909;O1. SUNBLEACHED CABLE CREW;8020019;130;201801;180;KNITWEAR;10;MEN;525;1;525;525;0;0;1;525;267,05;267,05;0
9849911;O1. SUNBLEACHED CABLE CREW;8020019;412;201801;180;KNITWEAR;10;MEN;525;5;2625;525;1;525;6;3150;267,05;1335,25;267,05
9849913;G1. EXTRAFINE MERINO SILK VEE;89023;346;201801;180;KNITWEAR;10;MEN;630;7;4410;630;0;0;7;4410;283,4;1983,8;0
9849915;TP OXFORD PLAIN REG HBD;3005130;625;201903;160;SHIRTS;10;MEN;420;2;840;420;0;0;2;840;170,15;340,3;0
9849916;O1. TP OXFORD GINGHAM REG HBD;3006230;436;201801;160;SHIRTS;10;MEN;420;1;420;420;0;0;1;420;188,02;188,02;0
9849918;TP OXFORD PLAIN SLIM HBD;3005132;110;201903;160;SHIRTS;10;MEN;385;2;770;385;11;4235;13;5005;168,85;337,7;1857,35
9849919;TP OXFORD PLAIN SLIM HBD;3005132;468;201903;160;SHIRTS;10;MEN;385;5;1925;385;11;4235;16;6160;168,85;844,25;1857,35
9849923;G1. STRETCH LINEN BLAZER S;7705019;409;201802;120;BLAZERS;10;MEN;1190;0;0;1190;2;2380;2;2380;592,96;0;1185,92
9849924;G2. STRETCH LINEN BLAZER R;7705029;93;201801;120;BLAZERS;10;MEN;1225;0;0;1225;4;4900;4;4900;594,05;0;2376,2
9849983;GRAF P/C;851014401;117;201801;1010;D/D SOLID;90;HOME;109;3;327;109;0;0;3;327;46,26;138,78;0
9849984;GRAF P/C;851014401;463;201801;1010;D/D SOLID;90;HOME;109;17;1853;109;3;327;20;2180;46,26;786,42;138,78
9849985;GRAF P/C;851014401;611;201801;1010;D/D SOLID;90;HOME;109;13;1417;109;0;0;13;1417;46,26;601,38;0
9850014;New Haven;16538406;G69;201801;50;Sko;91;SHOES;269;0;0;269;1;269;1;269;0;0;0
9850077;Ricardo;16631493;G45;201801;50;Sko;91;SHOES;394,44;0;0;394,44;8;3155,52;8;3155,52;0;0;0
9850102;Hero;16638414;G69;201801;50;Sko;91;SHOES;365;0;0;365;52;18980;52;18980;0;0;0
9850109;Bari;16638456;G00;201801;50;Sko;91;SHOES;423;1;423;423;0;0;1;423;0;0;0
9850111;Bari;16638456;G69;201801;50;Sko;91;SHOES;241,11;1;241,11;241,11;149;35925,39;150;36166,5;0;0;0
9850124;Austin;16673487;G46;201801;50;Sko;91;SHOES;615;0;0;615;55;33825;55;33825;0;0;0
9850135;O1. SUNBLEACHED SS T-SHIRT;264100;360;201801;170;JERSEY;10;MEN;175;0;0;175;3;525;3;525;85,02;0;255,06
9850136;G1 DOBBY STRUCTURE SLIM TAB;3050916;110;201801;160;SHIRTS;10;MEN;455;1;455;455;0;0;1;455;206,56;206,56;0
9850143;O1. SUNBLEACHED PIQUE RUGGER;262100;637;201801;170;JERSEY;10;MEN;315;0;0;315;4;1260;4;1260;147,7;0;590,8
9850147;FRAME BEACHTOWEL 70X140;852005205;443;201801;1020;BATH;90;HOME;145;9;1305;145;0;0;9;1305;61,82;556,38;0
9850149;FRAME BEACHTOWEL 70X140;852005205;851;201801;1020;BATH;90;HOME;145;10;1450;145;0;0;10;1450;61,82;618,2;0
9850158;STRIP THROW;853031202;851;201801;1030;LIVING ROOM;90;HOME;327;9;2943;327;2;654;11;3597;149,52;1345,68;299,04
9850165;BOARD THROW;853031102;611;201801;1030;LIVING ROOM;90;HOME;545;13;7085;545;0;0;13;7085;252;3276;0
9850176;CROSSWEAVE DOUBLE BEDSPREAD;851013808;117;201801;1010;D/D SOLID;90;HOME;845;7;5915;845;0;0;7;5915;392;2744;0
9850177;TOP STAR KNIT CUSHION;853015201;851;201801;1030;LIVING ROOM;90;HOME;309;4;1236;309;0;0;4;1236;138,32;553,28;0
9850178;TOP STAR KNIT THROW;853015202;851;201801;1030;LIVING ROOM;90;HOME;835;1;835;835;0;0;1;835;374,86;374,86;0
9850179;MELANGE WAFFLE KNIT CUSHION;853015401;304;201801;1030;LIVING ROOM;90;HOME;290;0;0;290;7;2030;7;2030;133,28;0;932,96
9850187;BIG KNIT CUSHION;853011301;674;201803;1030;LIVING ROOM;90;HOME;600;12;7200;600;0;0;12;7200;284,48;3413,76;0
9850188;MELANGE WAFFLE KNIT THROW;853015402;110;201801;1030;LIVING ROOM;90;HOME;708;0;0;708;1;708;1;708;335,44;0;335,44
9850190;BABY GANT SHORTS;720010;445;201801;190;SHORTS;21;BABY BOYS;175;2;350;175;0;0;2;350;86,87;173,74;0
9850192;R1. SELVEDGE LOOSE JEAN;4108004;981;201801;150;JEANS;40;WOMEN;655;0;0;655;16;10480;16;10480;318,28;0;5092,48
9850194;R2. YOKER POLO SS;2090009;470;201801;170;JERSEY;10;MEN;350;0;0;350;3;1050;3;1050;151,51;0;454,53
9850195;R1. FLORAL CREW;2091012;208;201801;170;JERSEY;10;MEN;455;0;0;455;12;5460;12;5460;212,55;0;2550,6
9850196;R2. LITERARY REBELS CREW;2091013;470;201801;170;JERSEY;10;MEN;490;1;490;490;3;1470;4;1960;228,36;228,36;685,08
9850200;R1. ALMIGHTY SWEAT;4208014;208;201801;170;JERSEY;40;WOMEN;480;0;0;480;15;7200;15;7200;221,27;0;3319,05
9850201;R1. ALMIGHTY SWEAT;4208014;655;201801;170;JERSEY;40;WOMEN;480;0;0;480;12;5760;12;5760;221,27;0;2655,24
9850203;TP PIQUE SOLID SLIM BD;3002562;110;202001;160;SHIRTS;10;MEN;420;6;2520;420;5;2100;11;4620;212,19;1273,14;1060,95
9850204;TP PIQUE SOLID REG BD;3002560;110;202001;160;SHIRTS;10;MEN;455;0;0;455;5;2275;5;2275;212,19;0;1060,95
9850227;THE OXFORD SHIRT X-SLIM BD;3046008;110;201903;160;SHIRTS;10;MEN;350;5;1750;350;1;350;6;2100;130,77;653,85;130,77
9850233;KEY WEST PAISLEY PILLOWCASE;851005401;105;201903;1010;D/D SOLID;90;HOME;134;1;134;134;0;0;1;134;71,03;71,03;0
9850241;COTTER PILLOWCASE;851013301;163;201801;1010;D/D SOLID;90;HOME;145;12;1740;145;0;0;12;1740;56,67;680,04;0
9850242;COTTER PILLOWCASE;851013301;431;201801;1010;D/D SOLID;90;HOME;145;18;2610;145;0;0;18;2610;56,67;1020,06;0
9850247;FRAME PILLOWCASE;851013501;431;201803;1010;D/D SOLID;90;HOME;163;0;0;163;47;7661;47;7661;60,48;0;2842,56
9850248;FRAME SINGLE DUVET;851013502;431;201803;1010;D/D SOLID;90;HOME;562;0;0;562;33;18546;33;18546;283,02;0;9339,66
9850251;DIAMOND BEDRUNNER;851013912;110;201801;1010;D/D SOLID;90;HOME;381;0;0;381;3;1143;3;1143;170,46;0;511,38
9850252;NOTE PILLOWCASE;851014101;110;201801;1010;D/D SOLID;90;HOME;134;0;0;134;24;3216;24;3216;54,77;0;1314,48
9850253;NOTE SINGLE DUVET;851014102;110;201801;1010;D/D SOLID;90;HOME;527;4;2108;527;0;0;4;2108;267,46;1069,84;0
9850254;STRIPE NOTE PILLOWCASE;851014201;110;201801;1010;D/D SOLID;90;HOME;134;0;0;134;33;4422;33;4422;54,77;0;1807,41
9850255;STRIPE NOTE SINGLE DUVET;851014202;110;201801;1010;D/D SOLID;90;HOME;327;0;0;327;6;1962;6;1962;267,46;0;1604,76
9850256;WHITE FRAME PILLOWCASE;851014501;431;201803;1010;D/D SOLID;90;HOME;163;1;163;163;5;815;6;978;65,74;65,74;328,7
9850264;STRIPE NOTE DOUBLE DUVET;851014203;110;201801;1010;D/D SOLID;90;HOME;817;0;0;817;22;17974;22;17974;406,9;0;8951,8
9850265;BIRDFIELD PILLOWCASE;851011901;113;201903;1010;D/D SOLID;90;HOME;138;1;138;138;0;0;1;138;73,74;73,74;0
9850271;FRAME PILLOWCASE;851013501;163;201803;1010;D/D SOLID;90;HOME;145;0;0;145;19;2755;19;2755;60,48;0;1149,12
9850272;FRAME SINGLE DUVET;851013502;163;201803;1010;D/D SOLID;90;HOME;562;0;0;562;1;562;1;562;283,02;0;283,02
9850275;MINI PAISLEY PILLOWCASE;851013701;463;201801;1010;D/D SOLID;90;HOME;138;0;0;138;29;4002;29;4002;56,67;0;1643,43
9850280;MIX CHECK PILLOWCASE;851014001;105;201801;1010;D/D SOLID;90;HOME;109;0;0;109;26;2834;26;2834;51,97;0;1351,22
9850281;MIX CHECK SINGLE DUVET;851014002;105;201801;1010;D/D SOLID;90;HOME;506;0;0;506;5;2530;5;2530;251,55;0;1257,75
9850282;MIX CHECK DOUBLE DUVET;851014003;105;201801;1010;D/D SOLID;90;HOME;763;0;0;763;11;8393;11;8393;381,7;0;4198,7
9850286;THE OXFORD SHIRT X-SLIM BD;3046008;423;201903;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;130,77;130,77;0
9850288;THE OXFORD SHIRT REG BD;3046000;423;201903;160;SHIRTS;10;MEN;350;1;350;350;0;0;1;350;145,13;145,13;0
9850297;O2. SLIM SUNBLEACHED CHINO;1913556;115;201901;140;PANTS;10;MEN;420;11;4620;420;0;0;11;4620;199,28;2192,08;0
9850299;O2. SLIM SUNBLEACHED CHINO;1913556;643;201901;140;PANTS;10;MEN;420;59;24780;420;0;0;59;24780;199,28;11757,52;0
9850300;O2. SLIM SUNBLEACHED CHINO;1913556;742;201901;140;PANTS;10;MEN;420;8;3360;420;0;0;8;3360;199,28;1594,24;0
9850303;O1. TP OXFORD BOW BLOUSE;4320035;110;201801;160;SHIRTS;40;WOMEN;380;0;0;380;6;2280;6;2280;167,86;0;1007,16
9850304;O1. BASKETWEAVE CREW;8030023;433;201801;180;KNITWEAR;10;MEN;490;1;490;490;0;0;1;490;218,9;218,9;0
9850311;3-PACK TRUNK SEASONAL SOLID CTN STR;901813203;412;201801;220;GANT UNDERWEAR;80;GANT UNDERWEAR;170;7;1190;170;0;0;7;1190;76,76;537,32;0
9850315;O1. BLOCKSTRIPE TEXTURE CREW;8030012;468;201801;180;KNITWEAR;10;MEN;420;1;420;420;0;0;1;420;191,4;191,4;0
9850316;THE OXFORD SHIRT REG BD;3046000;110;201903;160;SHIRTS;10;MEN;350;4;1400;350;0;0;4;1400;145,13;580,52;0
9850320;PERFECT OXFORD SHIRT;4300000;110;201901;160;SHIRTS;40;WOMEN;345;3;1035;345;0;0;3;1035;151,39;454,17;0
9850321;PERFECT OXFORD SHIRT;4300000;445;201901;160;SHIRTS;40;WOMEN;345;1;345;345;0;0;1;345;151,39;151,39;0
9850322;PERFECT OXFORD SHIRT;4300000;662;201901;160;SHIRTS;40;WOMEN;345;0;0;345;4;1380;4;1380;151,39;0;605,56
9850324;O2. GANT GRAPHIC LS T-SHIRT;2004013;113;201801;170;JERSEY;10;MEN;175;0;0;175;2;350;2;350;77,22;0;154,44
9850328;NB. ORGANIC PIQUE SS BODY;705102;654;201801;170;JERSEY;31;NEWBORN;150;7;1050;150;0;0;7;1050;75,76;530,32;0
9850333;O. BOY AUTHENTIC INDIAN MADRAS;730373;468;201801;160;SHIRTS;21;BABY BOYS;210;0;0;210;3;630;3;630;103,91;0;311,73
9850335;G1. TP COOL TRAVEL SHORTS;4025002;110;201801;190;SHORTS;40;WOMEN;480;3;1440;480;0;0;3;1440;216,45;649,35;0
9850336;RIG STRIPE CUSHION;853020401;459;201801;1030;LIVING ROOM;90;HOME;182;4;728;182;0;0;4;728;84;336;0
9850337;RIG STRIPE CUSHION;853020401;851;201801;1030;LIVING ROOM;90;HOME;182;4;728;182;3;546;7;1274;84;336;252
9850338;STRIP STRIPE CUSHION;853020501;851;201801;1030;LIVING ROOM;90;HOME;182;0;0;182;5;910;5;910;84;0;420
9850339;ZIGZAG CUSHION;853020601;160;201801;1030;LIVING ROOM;90;HOME;254;7;1778;254;1;254;8;2032;117,6;823,2;117,6
9850341;ZIGZAG CUSHION;853020601;611;201801;1030;LIVING ROOM;90;HOME;254;8;2032;254;1;254;9;2286;117,6;940,8;117,6
9850342;FRIZZ CUSHION;853020801;434;201801;1030;LIVING ROOM;90;HOME;200;8;1600;200;5;1000;13;2600;88,48;707,84;442,4
9850343;FRIZZ CUSHION;853020801;611;201801;1030;LIVING ROOM;90;HOME;200;0;0;200;5;1000;5;1000;88,48;0;442,4
9850345;GNH CUSHION;853031001;459;201801;1030;LIVING ROOM;90;HOME;200;0;0;200;1;200;1;200;87,36;0;87,36
9850351;SCRABB CUSHION;853020701;304;201801;1030;LIVING ROOM;90;HOME;182;0;0;182;1;182;1;182;86,24;0;86,24
9850352;SCRABB CUSHION;853020701;344;201801;1030;LIVING ROOM;90;HOME;182;6;1092;182;0;0;6;1092;86,24;517,44;0
9850354;SCRABB CUSHION;853020701;611;201801;1030;LIVING ROOM;90;HOME;182;14;2548;182;0;0;14;2548;86,24;1207,36;0
9850355;CENTER STRIPE CUSHION;853020301;459;201801;1030;LIVING ROOM;90;HOME;290;6;1740;290;0;0;6;1740;135,52;813,12;0
9850360;CENTER STRIPE CUSHION;853020301;160;201801;1030;LIVING ROOM;90;HOME;290;17;4930;290;0;0;17;4930;135,52;2303,84;0
9850368;KEY CUSHION;853031301;611;201801;1030;LIVING ROOM;90;HOME;200;7;1400;200;0;0;7;1400;92,96;650,72;0
9850370;GRAF CUSHION;853031601;611;201801;1030;LIVING ROOM;90;HOME;236;2;472;236;0;0;2;472;104,16;208,32;0
9850371;GANT SHIELD C-NECK SWEAT;2046004;433;201903;170;JERSEY;10;MEN;350;1;350;350;0;0;1;350;142,79;142,79;0
9850374;G2. CROPPED FLARED PANTS;4155025;409;201801;140;PANTS;40;WOMEN;480;0;0;480;1;480;1;480;228,19;0;228,19
9850377;O1. THE LW LUMBER JACKET;7002509;405;201801;100;OUTERWEAR;10;MEN;910;0;0;910;5;4550;5;4550;413,51;0;2067,55
9850378;O1. THE LW LUMBER JACKET;7002509;5;201801;100;OUTERWEAR;10;MEN;910;0;0;910;1;910;1;910;413,51;0;413,51
9850382;G2. PRINTED FLUID STRIPE TOP;4352038;420;201801;160;SHIRTS;40;WOMEN;655;0;0;655;19;12445;19;12445;305,68;0;5807,92
9850383;O1. DRAPY TWILL SKIRT;4401006;113;201801;200;SKIRTS;40;WOMEN;445;3;1335;445;1;445;4;1780;208,84;626,52;208,84
9850386;G2. PRINTED FLUID STRIPE DRESS;4505030;420;201801;210;WOMEN;40;WOMEN;1035;2;2070;1035;10;10350;12;12420;509,65;1019,3;5096,5
9850388;G2. PRINTED ARGYLE DRAWSTRING PANTS;4155024;409;201801;140;PANTS;40;WOMEN;550;0;0;550;4;2200;4;2200;261,78;0;1047,12
9850389;O. GIRLS BLOUSON;670046;433;201801;100;OUTERWEAR;60;TEEN GIRLS;620;4;2480;620;0;0;4;2480;284,94;1139,76;0
9850390;O. GIRLS BLOUSON;670046;641;201801;100;OUTERWEAR;60;TEEN GIRLS;620;8;4960;620;0;0;8;4960;284,94;2279,52;0
9850391;G1.TAILORED SLIM STRETCH LINEN PANT;1505013;404;201802;140;PANTS;10;MEN;665;4;2660;665;4;2660;8;5320;310,65;1242,6;1242,6
9850392;G1. STRETCH LINEN BLAZER S;7705019;404;201802;120;BLAZERS;10;MEN;1190;0;0;1190;6;7140;6;7140;592,96;0;3557,76
